subject,posture,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6,fsr7,fsr8,fsr9,fsr10,fsr11,fsr12,fsr13,fsr14,fsr15,fsr16,img_loc
null,null,1020,1021,1021,1020,1022,1020,1020,1020,1021,1022,1020,1020,1019,1020,1020,637,null
